"group","WATER_2006","APR_MAY_07","SUMMER_07"
4,36,11,13
4,42,13,31
4,35,14,31
4,29,5,14
4,42,17,34
4,37,10,27
4,31,13,20
4,23,5,13
4,43,7,20
4,24,9,13
4,44,22,28
4,89,15,32
4,35,12,34
4,82,20,51
4,47,3,4
4,58,12,44
4,54,16,35
1,92,12,53
4,32,19,42
1,69,15,39
4,29,8,18
4,50,13,37
4,162,34,0
1,74,18,36
1,54,15,43
4,45,16,30
4,26,4,17
4,62,12,45
4,42,7,17
4,65,16,41
2,40,10,1
4,26,8,16
4,40,10,29
4,27,6,20
4,58,23,33
4,110,19,84
2,41,2,18
2,72,13,26
4,60,10,30
1,59,10,38
4,54,12,37
4,25,9,23
4,55,13,34
2,43,14,37
4,39,12,34
3,64,21,33
4,65,54,84
4,168,42,123
4,90,15,85
4,50,14,43
3,62,13,45
4,31,5,14
4,23,7,14
2,47,10,26
4,62,13,32
4,56,14,37
1,32,16,55
4,82,10,19
3,33,9,23
4,65,17,41
4,43,8,28
4,37,10,28
4,39,14,23
4,48,7,25
4,43,8,33
4,52,13,29
1,104,19,50
4,40,8,25
1,28,8,29
3,59,8,21
2,85,23,64
3,43,8,21
4,56,16,36
4,32,6,21
4,50,11,30
4,45,8,42
4,96,26,1
4,61,16,42
3,35,9,28
3,60,16,40
4,38,10,25
3,42,12,29
4,99,12,29
3,84,21,57
4,69,17,49
4,68,26,39
2,45,15,37
2,39,9,27
4,90,21,35
1,26,6,18
4,44,4,9
4,43,13,29
4,68,12,46
2,28,7,15
4,48,12,35
4,39,7,27
3,70,19,70
4,54,11,27
2,90,26,89
4,65,15,28
3,58,17,43
3,54,8,34
4,55,18,20
3,38,10,25
3,27,8,18
2,30,9,16
4,29,8,25
4,83,17,44
4,46,8,28
4,41,10,34
4,68,20,71
4,61,17,49
4,89,15,63
4,60,17,141
4,32,9,13
2,58,14,35
4,64,12,32
3,31,9,18
3,71,29,65
4,91,18,51
4,31,15,8
3,38,10,26
4,60,14,40
4,32,12,22
4,59,15,43
4,41,62,55
1,133,36,109
4,43,12,27
4,56,19,30
4,34,19,29
3,74,17,49
1,25,6,17
3,79,17,47
4,38,11,31
1,23,6,18
4,82,22,57
1,31,7,25
4,50,14,36
4,29,8,17
1,63,11,26
4,58,14,35
4,43,13,29
4,43,1,31
2,53,4,10
4,44,13,18
4,25,1,6
1,41,14,23
1,87,12,42
4,102,19,71
4,61,13,38
4,43,8,21
4,44,11,29
4,31,7,19
4,134,26,75
2,73,11,2
3,87,30,62
4,59,16,32
4,50,10,18
4,28,7,17
4,54,11,27
4,69,12,41
1,56,8,24
4,163,31,167
4,95,16,61
4,43,0,11
1,82,13,71
2,36,10,25
4,43,10,35
4,66,23,34
4,34,11,27
4,51,15,36
4,36,6,12
4,25,6,20
4,108,17,28
4,39,12,25
4,33,12,30
4,28,6,18
3,37,5,31
4,121,38,86
4,57,13,32
1,44,12,29
4,60,15,41
2,46,11,40
3,60,17,40
4,45,9,57
4,48,8,19
4,67,21,56
1,33,4,5
1,93,29,66
4,52,16,12
4,75,19,56
1,39,12,33
2,106,21,73
4,33,8,17
3,59,12,92
4,82,9,32
4,24,5,24
4,36,10,32
1,62,15,39
4,60,13,39
4,64,11,36
4,46,11,33
4,25,10,24
4,34,7,18
3,34,31,39
3,32,8,14
1,62,24,45
4,62,17,27
4,33,5,34
2,23,11,22
1,44,15,5
2,45,13,35
1,38,10,27
4,29,10,27
4,23,4,8
4,25,8,17
4,31,9,35
2,26,6,12
1,67,12,44
4,37,10,33
4,74,23,48
4,49,13,30
4,44,11,28
4,27,7,11
2,55,10,23
4,46,11,21
3,26,5,32
4,67,19,42
3,36,8,25
2,28,7,19
2,45,4,12
4,32,8,20
4,26,7,11
4,59,14,32
4,43,14,30
4,29,6,18
4,76,13,44
2,57,23,20
4,51,11,27
4,26,5,14
4,94,12,33
4,32,8,20
4,40,16,5
3,28,8,14
4,35,8,23
4,53,22,110
2,32,9,22
4,34,10,28
4,23,6,15
4,56,12,28
4,36,8,19
3,43,10,49
4,57,17,42
4,26,7,22
3,79,21,51
4,67,30,62
1,81,45,76
4,39,6,24
1,59,19,35
4,43,12,28
2,58,9,30
3,27,13,66
2,33,12,28
2,35,13,39
4,51,13,40
2,40,9,25
2,26,8,19
4,31,10,23
1,50,14,42
4,65,14,53
4,42,7,23
2,42,13,26
4,45,10,32
4,34,10,26
4,51,21,53
3,54,16,54
4,40,12,29
4,80,14,32
4,72,27,88
4,65,21,38
4,104,17,67
4,39,5,27
4,50,5,42
2,24,5,13
4,54,15,53
3,56,9,35
4,26,9,18
4,79,11,36
3,51,12,29
4,33,6,22
4,44,12,27
2,69,13,40
2,63,20,43
1,88,10,28
1,24,3,8
3,56,17,21
4,37,8,22
4,32,10,22
4,26,6,27
4,77,26,55
4,74,17,42
1,51,11,25
4,62,14,31
4,23,12,22
1,98,13,27
4,74,14,51
3,25,8,21
4,30,5,13
4,27,6,13
4,90,17,47
3,24,6,14
4,26,9,31
4,36,10,25
2,48,24,51
4,73,22,52
4,67,26,49
4,45,7,15
1,72,14,41
2,88,24,51
3,27,7,13
4,46,9,25
4,24,8,20
4,60,10,31
1,52,9,39
4,30,8,23
4,34,9,30
4,59,18,47
4,31,9,40
1,52,16,39
4,36,7,28
4,58,10,37
4,35,9,16
4,62,11,30
3,48,11,24
4,33,3,4
1,104,25,69
4,70,18,47
4,45,17,33
4,42,8,35
2,25,8,17
4,81,17,69
1,52,15,28
3,51,14,33
4,46,9,24
3,59,6,50
4,41,11,23
4,83,16,32
2,60,13,37
4,90,39,141
4,78,15,43
4,26,8,17
1,60,14,35
4,35,8,19
3,68,23,27
4,68,9,19
4,30,3,17
4,91,23,62
3,31,5,19
4,85,24,46
4,57,11,29
2,58,13,29
1,27,10,26
4,31,8,22
4,62,15,34
4,97,22,66
3,37,8,22
4,91,9,45
2,71,20,51
4,28,6,37
4,28,7,16
2,55,11,39
4,45,10,40
4,37,9,42
4,30,8,38
4,54,19,86
4,30,7,20
4,26,6,26
3,78,17,42
4,40,12,28
4,70,20,47
4,29,5,19
3,58,11,33
4,35,1,0
4,67,22,84
1,40,9,21
4,46,8,27
4,27,6,17
3,74,17,33
4,32,7,30
4,56,13,36
4,30,11,23
4,41,9,38
4,105,14,81
4,48,30,12
4,24,6,15
2,34,9,13
4,53,17,32
1,25,5,18
3,34,8,24
4,54,7,17
4,31,7,20
1,46,19,46
1,26,0,1
4,38,9,22
4,49,13,35
1,46,10,34
4,26,7,21
4,55,14,23
4,41,14,21
1,116,20,79
4,54,14,36
4,27,3,13
2,29,7,19
4,26,7,36
4,43,8,30
1,32,8,13
4,24,15,38
4,60,15,56
4,68,14,43
1,44,5,1
4,38,21,39
4,57,14,30
4,46,10,34
4,67,15,50
2,103,25,60
4,81,13,60
3,38,7,18
4,31,7,32
1,54,15,32
4,73,9,36
4,58,8,20
3,52,13,24
1,28,6,10
1,272,73,304
4,25,16,16
3,24,7,14
4,188,26,161
4,75,19,61
4,53,7,23
4,37,8,25
2,31,8,24
2,61,9,42
4,68,19,63
4,51,7,34
4,24,3,6
2,83,24,65
3,55,6,44
4,33,13,25
3,31,8,21
2,30,8,23
4,33,5,18
4,45,16,31
1,43,9,21
4,74,11,73
4,37,11,19
2,37,9,22
3,96,10,32
4,35,12,24
4,25,18,23
4,46,13,33
4,42,11,29
4,92,0,30
4,36,10,27
4,34,11,22
4,44,4,59
4,64,15,35
4,31,16,37
3,47,16,65
3,58,13,30
2,49,11,27
3,58,14,43
4,68,17,54
4,40,9,32
4,40,9,25
4,42,10,60
1,31,8,22
4,47,12,25
4,54,12,30
4,135,10,38
4,61,12,31
4,78,16,61
4,34,11,16
4,33,10,22
4,38,12,37
4,40,15,34
4,30,3,13
4,33,8,26
4,69,21,48
4,31,8,70
4,33,10,26
4,30,8,19
4,32,9,34
4,28,10,17
3,85,22,44
4,55,14,51
4,39,9,38
3,44,7,11
4,35,11,28
4,54,15,47
4,46,12,12
4,42,11,35
3,29,8,19
2,61,12,43
4,76,23,27
4,62,17,22
4,57,19,46
4,90,22,54
1,48,12,31
4,63,14,44
2,44,9,40
4,39,4,14
1,66,8,60
4,72,14,50
2,33,8,17
1,127,15,77
3,31,4,16
3,85,63,314
3,36,7,15
3,32,9,27
4,63,13,35
1,44,12,43
1,82,15,38
1,91,11,29
4,66,15,43
4,40,14,30
4,42,10,20
4,27,5,11
1,27,4,12
4,37,11,26
4,133,21,79
2,77,20,52
3,36,10,42
4,45,19,26
4,42,11,27
4,32,6,23
2,140,20,106
4,55,23,35
2,26,11,22
1,34,10,21
4,44,8,27
4,38,8,20
4,33,13,36
3,45,18,29
4,25,6,14
4,25,8,18
4,50,11,24
1,73,16,46
4,108,11,35
2,58,18,39
4,63,14,48
4,98,17,68
4,51,11,29
4,105,29,85
4,44,9,40
3,53,14,40
2,38,12,91
1,98,22,34
4,42,12,23
3,63,14,40
4,35,9,28
1,29,9,22
4,76,17,42
4,70,16,32
4,120,15,66
1,37,9,14
4,36,9,27
4,50,8,24
3,55,11,26
4,76,13,45
3,68,16,47
4,47,11,34
4,27,7,27
3,41,6,20
4,43,8,21
4,34,10,21
4,48,12,49
4,60,8,33
1,34,4,33
4,40,11,20
4,50,12,12
4,115,32,69
4,72,18,50
4,47,12,28
2,65,13,33
4,60,14,41
2,63,19,47
4,25,6,16
3,52,12,26
3,50,7,9
3,41,9,19
4,230,49,56
2,29,9,20
4,213,50,133
4,62,19,34
3,109,5,40
4,36,9,0
4,44,7,15
4,48,6,20
4,39,8,18
4,104,24,74
3,43,6,2
1,25,7,16
4,39,10,20
2,136,1,98
4,40,10,31
2,34,8,30
2,46,6,21
4,90,28,116
3,133,29,52
4,34,3,12
4,54,22,44
2,35,9,24
4,24,6,15
4,120,13,66
4,77,18,185
4,72,17,66
4,35,0,15
4,36,9,19
2,63,10,15
1,55,10,33
1,38,6,21
4,62,45,40
4,48,14,48
2,28,5,21
4,30,6,22
4,35,11,27
2,36,10,23
4,39,11,31
4,96,20,47
4,71,15,35
3,33,14,32
4,46,12,30
4,23,9,12
2,29,6,18
4,26,7,26
2,25,9,14
4,30,3,10
2,36,9,21
4,38,10,21
4,30,6,15
2,108,35,64
4,41,14,24
1,25,6,19
3,57,9,31
3,58,14,35
4,51,4,57
4,34,5,19
4,64,12,26
4,88,36,64
4,68,15,32
2,30,22,43
3,29,5,25
4,59,12,24
3,42,13,30
4,37,12,24
1,46,21,35
4,48,14,26
2,37,23,41
4,92,20,54
2,62,22,43
4,55,17,58
2,79,21,73
4,44,13,28
4,44,12,27
4,129,14,67
4,48,16,30
4,118,40,66
4,24,8,14
1,25,11,18
4,46,12,25
4,70,13,36
4,40,9,25
1,35,18,13
1,42,11,42
3,235,42,177
3,62,17,32
1,86,28,68
4,42,13,34
3,28,10,27
1,114,57,95
4,41,14,43
4,45,13,27
4,50,14,50
4,25,8,68
1,32,11,28
4,25,12,20
2,38,10,17
3,83,15,48
2,37,8,22
4,95,16,32
4,48,16,20
4,37,11,27
4,72,25,49
3,56,13,32
4,223,29,24
4,54,12,28
4,50,18,47
4,43,14,58
2,46,23,64
4,38,6,6
4,94,47,77
2,82,20,49
4,41,17,41
4,45,13,35
3,41,10,42
4,71,22,52
4,104,16,69
4,71,25,32
4,31,18,28
4,68,20,46
3,94,31,76
4,73,12,39
4,56,15,38
4,45,18,35
4,32,11,21
4,78,22,52
1,22,5,26
2,91,41,86
4,60,47,40
4,105,28,43
1,49,12,36
4,75,42,52
3,59,16,54
4,48,2,24
4,32,9,17
1,32,12,22
3,41,9,28
4,58,12,35
4,32,15,26
4,156,14,31
1,96,22,53
3,29,12,38
4,66,12,26
4,62,20,37
4,24,9,19
4,29,8,16
4,35,10,26
4,37,8,63
3,45,10,24
4,30,11,25
4,57,18,39
2,24,7,16
4,58,17,37
3,45,16,27
4,40,16,22
4,75,15,39
4,25,8,17
4,58,25,26
4,57,13,28
2,37,11,24
4,110,11,24
4,87,19,47
1,91,22,50
4,86,22,58
4,30,11,20
4,65,7,45
4,50,15,42
4,74,20,44
4,66,11,34
4,71,16,33
4,32,10,21
4,50,27,42
4,92,7,44
1,169,40,46
4,104,28,87
1,58,26,24
4,175,20,37
2,23,21,15
4,36,12,22
1,51,45,95
4,50,14,36
4,99,29,98
4,41,14,29
4,137,63,126
4,62,17,44
4,52,24,33
4,47,5,10
4,135,22,45
4,92,20,31
4,106,19,44
4,64,25,48
4,90,23,45
4,122,26,82
2,28,8,19
4,243,13,30
4,32,10,19
4,62,10,25
2,88,9,21
4,63,10,16
4,37,13,28
4,62,16,54
4,38,18,33
2,32,8,19
3,29,11,32
1,30,10,29
4,30,11,18
4,85,23,114
4,55,20,35
4,165,8,87
4,116,33,55
2,39,14,40
4,37,10,20
4,39,8,18
4,32,11,17
4,29,11,4
4,59,8,67
4,93,32,70
1,31,8,26
2,64,14,29
1,39,6,16
4,80,36,111
2,46,0,18
1,72,10,23
4,86,27,154
4,41,10,40
3,40,16,21
1,54,10,35
4,25,7,12
4,23,5,15
3,145,57,78
4,40,6,26
4,29,8,20
1,108,24,85
4,45,7,19
2,52,14,28
3,67,30,27
2,32,11,30
3,84,26,42
4,58,21,140
4,75,21,43
4,164,24,111
3,48,13,26
4,61,6,66
4,64,19,36
4,30,6,34
4,30,10,21
4,103,12,90
3,46,14,21
1,88,26,59
4,102,18,32
1,71,14,122
2,27,5,13
4,38,14,20
4,34,11,34
4,53,20,37
4,36,13,21
1,182,29,94
4,23,3,6
4,33,11,28
4,157,18,29
4,44,14,24
4,50,8,9
1,35,9,15
4,28,7,12
4,48,14,26
3,42,11,23
2,30,12,23
4,31,8,20
4,34,12,23
3,31,13,21
4,31,11,13
4,39,8,18
2,60,19,37
4,35,7,15
2,28,5,14
2,29,7,12
4,29,7,21
4,62,19,37
4,45,13,30
3,29,7,12
4,41,9,27
4,31,8,26
4,30,9,18
4,23,4,12
4,67,35,71
1,48,15,42
4,38,15,27
4,30,19,30
4,46,14,32
1,29,9,18
4,47,13,20
4,23,5,18
1,43,12,14
1,151,39,37
2,37,9,19
4,29,11,30
2,71,35,70
3,82,21,51
4,95,23,82
4,88,16,49
3,33,8,17
4,31,9,22
4,30,10,17
4,125,27,65
1,81,19,52
4,35,9,30
4,25,10,25
1,40,22,38
4,35,9,21
4,49,14,25
4,31,7,26
4,69,19,47
4,28,6,17
4,65,12,40
1,98,34,70
4,57,15,32
2,32,10,17
3,26,11,16
4,31,5,11
4,41,6,19
4,35,11,22
4,34,9,23
4,64,30,29
4,48,14,22
4,49,11,18
2,49,12,24
3,103,30,50
4,35,14,24
1,28,10,21
1,33,8,21
4,121,4,102
4,58,15,30
3,24,8,13
1,36,10,22
4,110,37,69
4,34,8,19
4,34,4,14
3,34,10,23
1,119,26,56
2,31,10,21
4,34,13,28
3,44,12,20
4,62,19,45
3,40,15,24
4,63,10,20
4,58,12,39
4,57,16,18
2,63,14,30
3,108,35,80
1,87,14,7
4,53,9,27
4,27,4,9
4,32,15,29
2,48,16,31
2,52,11,22
4,51,13,46
4,34,12,28
3,63,12,26
4,35,11,23
4,38,9,22
4,65,13,30
1,65,14,34
4,38,14,31
1,58,15,29
1,75,12,46
4,85,22,50
4,44,11,25
4,41,11,31
4,53,18,26
4,163,42,101
4,34,8,19
4,66,15,43
4,74,23,52
4,150,25,48
2,25,7,13
4,63,16,25
3,40,16,24
4,95,11,18
4,25,8,16
4,27,11,15
1,31,10,25
4,25,10,22
4,65,14,14
1,29,9,29
4,35,10,19
2,55,15,28
4,63,17,31
4,53,12,47
4,75,16,33
4,74,11,60
4,30,6,13
4,77,16,42
4,253,20,75
3,73,22,40
4,69,18,31
1,67,21,43
3,66,12,27
4,59,24,37
4,67,9,16
2,125,18,59
4,40,17,23
4,117,39,114
3,160,71,80
1,58,15,37
4,26,9,18
3,50,19,40
4,26,12,19
4,28,10,21
4,39,20,27
3,36,12,19
4,44,11,28
3,41,6,41
2,55,18,34
3,81,19,43
4,33,10,19
2,49,15,33
4,30,11,19
4,28,8,18
4,75,20,62
4,39,10,29
4,39,12,28
4,29,9,23
4,42,18,43
4,32,8,21
4,49,8,24
3,36,9,7
2,42,9,20
4,56,19,37
2,32,8,19
4,129,49,90
4,53,0,0
2,26,9,22
4,29,7,20
4,38,14,43
4,42,17,28
4,43,5,11
3,56,15,74
4,29,9,31
4,57,5,18
4,52,16,17
4,42,14,25
4,48,16,38
4,47,9,22
4,66,18,81
4,29,12,23
4,27,6,15
4,28,6,15
4,27,10,13
1,54,22,36
4,31,5,17
1,70,9,52
2,36,8,17
4,43,14,28
2,65,25,53
4,36,14,31
3,59,16,33
4,56,13,21
4,33,7,16
4,50,16,47
4,51,19,52
4,60,18,40
4,30,3,6
3,34,4,19
4,99,16,60
3,47,14,28
4,62,19,35
1,54,19,24
4,28,5,7
4,24,4,7
4,34,1,4
4,54,18,36
4,100,13,24
4,56,5,16
2,130,14,48
4,63,14,49
3,84,22,48
4,50,9,29
4,48,11,22
3,41,8,24
4,37,7,23
4,61,16,37
4,53,20,36
4,46,13,44
4,57,16,50
4,32,9,26
1,28,10,37
4,52,11,21
4,45,12,26
4,43,9,19
4,42,14,33
4,94,10,78
2,63,16,7
4,35,10,24
2,59,14,49
4,35,11,26
2,45,1,3
4,171,30,102
1,60,23,30
4,47,20,36
4,44,13,27
4,45,11,29
4,32,9,23
1,26,9,16
1,30,7,18
4,66,16,22
4,112,42,111
4,91,14,75
4,68,17,35
4,105,12,64
4,58,8,14
4,64,33,53
4,60,13,47
2,149,22,84
1,101,4,73
4,27,15,34
1,153,32,103
3,119,13,104
4,213,29,49
4,208,19,30
4,193,28,136
4,54,14,73
3,87,18,47
4,155,12,57
3,55,19,38
4,119,20,43
1,27,9,21
3,24,6,19
4,47,14,29
4,86,13,37
2,149,64,97
4,176,48,130
4,64,15,42
4,126,38,73
4,74,25,51
4,112,20,82
4,45,17,79
4,66,8,26
2,174,41,59
2,59,27,102
1,60,15,33
4,41,11,31
3,68,27,66
4,77,15,29
2,44,14,32
4,105,24,62
4,45,5,34
4,327,100,240
2,77,30,46
4,57,11,48
3,156,49,87
4,55,14,33
4,185,53,128
2,33,9,19
4,218,30,125
2,102,12,159
4,69,32,55
4,165,64,93
2,97,23,56
3,35,6,23
4,98,33,79
4,83,19,39
1,100,41,42
4,96,24,52
4,82,17,58
4,42,13,39
2,60,15,26
4,40,16,32
4,59,7,118
4,72,19,73
4,73,11,48
1,96,25,64
4,77,20,55
3,56,19,21
4,94,18,51
3,76,13,62
4,97,41,53
4,114,18,119
4,98,28,70
3,415,32,153
4,41,6,25
1,89,32,61
4,91,24,31
4,103,31,92
4,186,60,127
4,51,14,44
4,119,24,48
4,66,18,56
2,131,25,89
4,45,12,25
3,35,12,26
4,83,29,68
4,83,28,41
4,79,18,49
4,91,7,53
4,94,21,67
4,41,11,24
4,45,15,76
4,200,52,146
3,170,38,58
1,122,38,81
4,44,11,34
1,155,36,105
2,26,8,22
4,60,16,42
4,94,30,72
4,39,7,10
2,72,21,41
4,110,51,61
4,69,20,118
2,116,25,71
4,130,1,78
4,135,43,84
4,95,23,60
4,129,23,46
4,104,17,81
4,67,13,91
2,32,9,21
4,153,33,72
4,104,38,88
4,72,17,42
4,26,6,19
1,86,23,40
4,79,21,49
2,53,12,18
2,105,19,45
4,89,17,80
2,71,25,39
1,116,25,43
3,251,39,143
4,157,45,113
4,128,30,94
4,28,10,18
2,51,13,34
4,57,18,26
3,72,17,0
4,108,17,36
4,107,30,49
4,42,12,25
4,47,16,26
1,96,30,45
3,164,49,91
4,138,24,68
4,113,28,56
4,75,18,44
4,50,28,65
1,103,33,40
4,92,36,96
4,71,22,64
2,112,47,87
2,54,18,36
4,53,13,42
4,105,15,78
1,31,12,19
4,27,16,22
1,28,8,14
4,32,7,28
4,34,11,21
4,118,35,89
4,76,24,47
3,166,41,128
4,86,19,53
1,87,21,41
4,139,35,89
3,73,12,10
4,201,13,89
4,136,31,76
1,57,12,90
3,23,4,6
4,99,32,81
4,58,9,145
4,24,4,15
4,139,39,104
1,39,12,11
4,56,12,25
1,102,31,52
4,182,36,84
4,45,7,18
4,36,12,159
1,41,18,36
4,87,44,91
4,69,21,53
3,63,13,45
4,158,44,125
4,144,61,149
4,133,24,60
3,168,38,110
4,169,99,220
4,147,31,89
4,101,17,64
3,71,15,28
3,75,17,35
3,40,9,21
4,31,5,24
4,132,44,114
4,45,32,77
3,108,32,58
4,28,17,10
4,70,14,55
2,125,28,76
4,33,17,48
3,134,34,85
4,138,58,126
4,38,12,24
2,82,23,47
4,70,16,31
4,48,10,56
4,55,20,28
4,108,18,92
2,222,49,100
4,201,81,143
4,124,29,69
4,129,34,103
3,139,20,71
2,131,65,116
4,146,32,63
4,83,19,77
4,59,8,24
2,141,24,86
4,74,13,52
4,137,34,57
4,151,48,33
4,73,12,31
1,46,6,10
4,141,83,115
4,170,45,76
1,45,10,31
4,134,31,132
3,96,35,40
4,30,28,69
4,219,58,170
4,286,49,169
4,289,84,138
4,90,59,122
4,39,8,33
4,147,24,68
4,58,14,36
4,78,22,54
4,179,23,100
4,168,37,72
4,71,19,61
3,141,24,139
4,129,27,62
1,36,8,21
1,46,15,30
2,53,34,56
3,41,13,22
4,95,36,67
3,104,21,48
4,59,13,21
2,46,12,29
4,38,14,26
4,65,20,54
2,27,9,24
4,82,35,144
4,30,5,9
4,184,41,50
4,64,21,66
4,369,101,211
1,67,22,46
4,38,10,71
4,52,18,42
4,222,38,111
4,80,21,45
4,24,10,13
1,289,28,181
4,68,14,31
4,128,19,136
4,131,34,64
4,67,22,34
4,95,29,36
3,117,45,52
4,40,15,30
4,112,19,86
2,54,14,43
1,58,17,33
4,55,15,30
4,46,14,154
4,83,16,58
3,110,26,70
4,67,28,36
4,57,19,49
3,123,10,34
2,100,37,67
4,62,14,45
4,90,19,76
4,61,5,19
4,69,2,106
2,32,8,22
4,34,10,23
4,71,26,54
4,57,14,31
1,94,21,41
1,93,25,108
4,33,14,23
2,44,13,25
4,68,17,47
4,70,29,48
4,81,18,53
4,90,14,61
2,42,11,23
4,37,40,35
4,65,20,72
4,36,18,25
4,40,16,32
4,51,586,44
3,32,5,12
4,62,19,51
3,65,13,31
4,41,13,36
1,30,9,13
4,40,10,29
4,46,19,59
4,75,24,53
4,290,52,93
4,32,6,11
4,45,14,46
2,93,15,77
4,37,8,18
4,46,12,38
4,37,10,20
4,74,21,43
4,38,16,32
4,60,14,26
4,55,50,54
4,46,11,34
2,48,18,42
4,49,11,21
1,39,4,12
4,30,7,28
4,40,10,35
2,71,15,35
4,69,18,52
3,30,15,18
4,34,16,32
4,135,27,50
4,69,15,32
2,90,23,69
4,52,17,26
4,118,46,64
4,27,4,8
4,80,13,37
4,43,11,15
4,36,7,25
4,66,14,38
3,43,10,18
4,23,6,12
4,35,9,21
4,33,11,20
4,49,9,25
3,107,31,29
1,26,10,20
4,45,10,23
4,27,8,26
4,30,4,12
4,34,11,27
3,53,11,23
3,108,16,41
3,83,27,59
4,39,9,36
4,68,21,27
4,61,38,45
4,58,11,27
4,50,8,16
4,45,16,36
3,78,18,45
3,59,21,35
4,42,5,12
4,46,17,44
4,90,19,36
4,64,19,31
2,68,8,35
4,46,12,23
4,87,11,52
4,43,12,29
1,39,9,26
3,89,15,36
4,36,1,3
4,48,16,26
4,132,31,90
4,31,6,15
4,49,19,34
4,103,29,52
4,41,10,19
4,28,9,26
4,151,32,91
4,28,5,10
4,44,4,15
4,40,12,30
2,38,15,36
4,41,18,17
4,93,21,45
4,31,21,27
4,51,13,35
4,124,26,90
3,57,8,48
1,84,13,41
4,58,27,26
4,32,6,13
4,32,17,28
1,61,19,38
4,174,43,82
4,27,7,17
4,57,29,39
4,41,5,12
4,75,13,32
2,101,23,62
4,39,7,37
4,64,11,25
4,153,15,26
2,39,10,19
1,31,8,19
3,47,12,26
4,88,9,49
4,66,14,32
2,35,12,27
4,26,8,19
3,30,11,25
4,62,11,33
4,29,4,9
1,126,31,82
4,48,10,39
1,74,14,64
2,24,9,15
4,34,12,17
4,56,10,17
1,28,4,17
1,50,5,11
4,48,15,34
2,26,10,20
4,45,12,24
4,69,19,49
2,64,15,64
1,64,16,57
4,30,10,17
4,94,17,57
4,236,35,87
3,32,9,20
1,26,10,18
4,99,24,75
4,98,14,35
4,29,6,17
4,37,13,27
4,22,5,9
4,48,10,21
2,51,16,33
1,42,8,26
3,40,8,18
4,64,32,43
4,85,16,30
3,33,14,18
3,24,8,14
4,69,15,55
2,63,14,32
4,25,2,9
4,42,9,38
3,69,29,36
4,35,8,3
4,83,18,27
4,92,30,66
4,123,0,0
4,46,17,40
2,32,6,8
3,26,7,19
4,48,15,24
4,35,12,15
3,31,10,25
2,75,30,35
1,40,0,26
4,122,8,78
4,65,21,34
4,53,12,27
4,43,13,20
4,65,14,36
2,50,16,44
4,37,18,30
3,56,16,29
1,49,12,17
4,33,11,21
3,32,19,21
4,201,44,162
1,59,12,25
4,25,7,17
4,87,22,35
2,149,8,28
2,49,15,35
4,41,13,22
4,48,12,39
1,56,8,14
4,76,37,95
4,44,12,34
2,67,14,31
4,37,14,31
4,49,23,29
4,41,10,24
2,91,7,99
1,32,10,15
4,28,5,12
4,28,4,20
1,24,6,14
3,135,32,70
1,49,10,25
4,86,17,76
4,131,33,79
4,52,17,37
2,47,18,34
4,630,7,237
4,363,166,194
2,129,29,71
2,76,16,35
4,48,11,18
1,67,7,18
1,29,8,16
3,32,11,21
3,52,14,31
4,25,7,11
4,24,10,13
4,26,7,18
4,59,17,36
4,24,10,35
4,26,10,25
1,34,7,16
1,23,7,15
4,27,9,18
4,29,9,17
4,50,18,45
4,33,11,23
3,58,19,49
4,38,10,25
3,61,7,32
4,23,6,17
4,42,8,28
4,26,8,17
4,39,3,14
4,37,11,30
4,61,17,42
3,33,2,9
3,57,15,22
4,24,8,18
2,41,12,28
4,31,10,21
4,45,10,24
4,43,11,25
2,30,6,19
4,132,23,47
4,35,12,27
4,140,21,53
4,94,12,56
4,57,23,30
3,43,10,25
2,69,14,27
4,43,12,26
2,47,13,17
4,28,5,16
4,50,12,30
4,44,6,22
1,24,14,39
4,36,8,26
1,55,12,47
4,47,26,29
4,142,14,110
4,41,11,39
4,87,14,73
2,39,12,27
4,28,7,15
4,30,7,14
4,64,10,33
4,31,10,18
4,28,3,5
4,46,10,30
4,56,9,22
4,35,11,35
2,30,6,16
4,59,12,30
4,47,12,41
2,82,16,43
4,23,4,10
4,47,10,12
4,53,10,23
3,23,14,22
4,25,4,14
4,63,20,64
4,34,13,16
4,36,22,21
4,53,9,32
4,51,6,11
1,37,13,27
4,43,12,29
1,54,15,36
2,28,3,9
3,26,6,15
4,24,4,11
4,20,2,6
4,22,0,0
3,56,17,22
4,38,26,16
2,26,8,17
4,29,11,25
4,49,12,19
1,79,23,49
4,42,13,33
4,52,6,27
2,48,14,42
4,64,9,25
1,41,7,15
1,53,51,70
4,35,10,22
2,41,11,18
4,27,3,13
4,79,9,57
3,27,6,18
4,29,10,19
4,38,11,31
3,41,13,28
4,49,14,48
1,33,9,15
4,26,6,24
4,102,6,21
4,43,12,33
2,41,10,25
4,25,6,11
4,59,19,35
4,33,13,29
4,66,22,84
2,82,13,30
4,211,10,13
2,39,9,16
4,30,9,23
4,46,9,23
4,31,7,26
4,51,9,19
4,33,9,16
4,34,11,28
3,44,10,30
4,56,14,60
4,51,11,57
4,92,25,68
2,56,8,36
4,31,14,18
3,55,7,41
4,27,7,17
4,37,8,18
2,32,13,27
3,70,17,54
4,30,10,32
4,68,7,34
4,29,7,14
1,53,11,23
2,27,5,16
4,52,10,24
4,79,14,39
4,52,11,21
4,45,2,2
4,33,11,6
1,48,21,43
1,90,16,66
4,66,32,46
